,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
1526,1526,Michael Hanke,Czech Republic,"Michael Hanke was born in Kladno, Czech Republic, in 1972.

His photographic career began when he was 40 years old, however, only one year later, he began to receive prestigious awards for his work, both at regional level (Czech Press Photo) and international level (Sony World Photography Awards, International Photographer of the Year).

From the very beginning of his career, he has dedicated his work to the humanistic and social black-and-white documentary photography, focusing on long-term projects.

World Press Photo Involvement: 
Award-winning photographer 2017 Photo Contest
Award-winning photographer 2019 Photo Contest

Michael Hanke on Social Media: 
Instagram: @michaelhanke.photography Photo credit: Marketa Navratilova",{'Michael Hanke'},1,"{'Photo Contest', 'Sony World Photography Awards', 'World Press Photo Involvement', 'International Photographer of', 'Social Media'}",5,"{'Czech Republic', 'Navratilova', 'Kladno'}",3
1527,1527,Michael James Lloyd,United Kingdom,,set(),0,set(),0,set(),0
1528,1528,Michael Kamber,USA,,set(),0,set(),0,set(),0
1529,1529,Michael Kunkel,Germany,,set(),0,set(),0,set(),0
1530,1530,Michael Melford,USA,,set(),0,set(),0,set(),0
1531,1531,Michael 'Nick' Nichols,USA,"Michael 'Nick' Nichols is a wildlife journalist; his narratives are epics where the protagonists are lions, elephants, tigers, and chimps. Scientist-conservationists like Jane Goodall, J. Michael Fay, Iain Douglas-Hamilton, and Craig Packer are all in featured roles. He came to National Geographic magazine with the legacy of a childhood spent in the woods of his native Alabama, reading Tarzan and John Carter of Mars adventures. Nichols became a staff photographer for National Geographic magazine in 1996 and was named Editor-at-Large for photography in 2008. From 1982 to 1995 he was a member of Magnum Photos. He lives in Sugar Hollow, VA, with his wife, artist Reba Peck. Nick has published 27 stories with National Geographic magazine, most recently “Orphans No More” (NGM September 2011), the final chapter in his twenty-year endeavor to document the emotional intelligence of elephants. His “Redwoods: The Super Trees” (NGM October 2009) story used ground-breaking rigging and stitching techniques to create an 84-image composite of a 300-foot-tall, 1,500-year-old redwood tree. National Geographic will publish another tree on its pages using this technology in late 2012. He is also a Director and Founder of the annual LOOK3 Festival of the Photograph in Charlottesville, VA. Now in its sixth season, this three-day celebration of peace, love, and photography includes interviews, exhibits, projections, and workshops from both established and emerging photographers. At the heart of Nick’s mission is to preserve true wildness. Whether in the redwood forests of California or the acacia plains of Kenya, it must be documented, nurtured, and protected. Nick is working to create images that show what we have to gain in caring for this magnificent planet and what we have to lose.","{'Nichols', 'Nick', ""Michael '"", 'J. Michael Fay', 'John Carter', 'NGM', 'Craig Packer', 'Reba Peck', 'Douglas-Hamilton', 'Jane Goodall'}",10,"{'VA', 'Tarzan', 'National Geographic', 'Magnum Photos', 'Nick’s'}",5,"{'Kenya', 'VA', 'Sugar Hollow', 'Alabama', 'Charlottesville', 'California'}",6
1532,1532,Michael O'Brien,USA,,set(),0,set(),0,set(),0
1533,1533,Michael Patrick O'Neill,United States,"He lives in Palm Beach Gardens, Florida and for the last 25 years has traveled extensively worldwide photographing diverse aquatic animals, habitats and man's impact on them. He has written and photographed seven non-fiction marine life books designed to encourage school children to read, write and become involved in science and conservation. When not making photographs or writing, he is on the lecture circuit promoting a greater appreciation for the natural world, especially the oceans and their inhabitants. He has presented to over 500,000 kids in more than 400 schools in the US in the last 15 years. His images have appeared in hundreds of publications worldwide including BBC Wildlife, National Geographic Magazine, and The New York Times, among many others, and have won the most prestigious competitions, including Wildlife Photographer of the Year and Pictures of the Year (POYi).",{'Wildlife Photographer'},1,"{'National Geographic Magazine', 'BBC Wildlife', 'The New York Times'}",3,"{'US', 'Florida', 'Palm Beach Gardens'}",3
1534,1534,Michael Persson,United Kingdom,,set(),0,set(),0,set(),0
1535,1535,Michael S. Wirtz,USA,,set(),0,set(),0,set(),0
1536,1536,Michael St. Maur Sheil,Ireland,,set(),0,set(),0,set(),0
1537,1537,Michael Steele,United Kingdom,,set(),0,set(),0,set(),0
1538,1538,Michael Vince Kim,Argentina,"Michael Vince Kim’s work focuses on the state of cultural limbo caused by migration and displacement.

While studying Linguistics at the University of Edinburgh, his interest in Koryo-mar (a Korean dialect spoken by ethnic Koreans in the former Soviet Union) took him to Kazakhstan and Uzbekistan, where he documented the language and lives of the descendants of Koreans who had been deported there from the Russian Far East in 1937.

He continued working on issues of diaspora and identity with a photo essay titled Aenikkaeng (2016), which told the story of Koreans who, in 1905, were deceived into indentured servitude in Mexico.

He is a recipient of the Magnum “30 Under 30” Award, the Royal Photographic Society’s Postgraduate Bursary, and the Magnum Graduate Photographers Award. In 2017, he won first prize in the People, stories category of the World Press Photo Contest and was selected to take part in the Joop Swart Masterclass in Amsterdam.

His work has been exhibited internationally and published in National Geographic, The Guardian, and Le Monde among others.","{'Aenikkaeng', 'Linguistics', 'Michael Vince Kim’s'}",3,"{'the World Press Photo Contest', 'the University of Edinburgh', 'Royal Photographic Society’s Postgraduate Bursary', 'National Geographic', 'Le Monde', 'Guardian'}",6,"{'Kazakhstan', 'Uzbekistan', 'Amsterdam', 'Mexico', 'the Russian Far East', 'Soviet Union'}",6
1539,1539,Michael von Graffenried,Switzerland,Photo credit: mvgphoto studio,{'mvgphoto'},1,set(),0,set(),0
1540,1540,Michael Williamson,USA,,set(),0,set(),0,set(),0
1541,1541,Michael Wolf,Germany,"Michael Wolf was born in 1954 in Munich, Germany. He grew up in the United States, Europe and Canada, and studied at UC Berkeley and at the Folkwang School in Essen, Germany. In 1994, Wolf moved to Hong Kong and worked for eight years as a contract photographer for Stern magazine, until he left to pursue his own projects. Wolf's photographic work in Asia focuses on the city and its architectural structures, and follows on from his interest in people and human interaction. He has published seven photobooks to date. Wolf's work has been exhibited extensively in galleries and art fairs throughout the world since 2005, and is held in permanent collections across the US and Germany. Wolf has won a World Press Photo award three times; in 2005 (Contemporary Issues, first prize stories), 2010 (Daily Life, first prize singles) and 2011 (Contemporary Issues, Honorable Mention prize stories.)","{'Stern', 'Michael Wolf', 'Honorable Mention', 'Wolf'}",4,"{'Contemporary Issues', 'UC Berkeley'}",2,"{'Germany', 'US', 'the United States', 'Canada', 'Essen', 'Munich', 'Hong Kong'}",7
1542,1542,Michaël Zumstein,France,"Michaël Zumstein was born in 1970 and trained at the School of Photography in Vevey, Switzerland. He was a member of the Oeil Public agency for 10 years and in 2010 he joined Agence VU’.

	On top of his personal projects, he splits his time between assignments for the French press (Le Monde, Elle Magazine, Télérama) and the foreign press (Newsweek, Wall Street Journal). His work follows the lines of investigative photojournalism.",{'Michaël Zumstein'},1,"{'the foreign press', 'Newsweek', 'Agence VU', 'the School of Photography', 'Elle Magazine', 'Wall Street Journal', 'Télérama'}",7,"{'Switzerland', 'Vevey'}",2
1543,1543,Michaela Herold,Austria,"After starting out as a film producer in Vienna and New York, in 1992 she was appointed director of photography for News in Vienna. In 2003 she joined Bild in the same capacity, before moving to Der Spiegel as director of photography in 2011.","{'Der Spiegel', 'Bild'}",2,set(),0,"{'Vienna', 'New York'}",2
1544,1544,Michal Novotny,Czech Republic,,set(),0,set(),0,set(),0
1545,1545,Michel Denis-Huot,France,,set(),0,set(),0,set(),0
1546,1546,Michel Gunther,France,,set(),0,set(),0,set(),0
1547,1547,Michel Lipchitz,France,,set(),0,set(),0,set(),0
1548,1548,Michel Setboun,France,,set(),0,set(),0,set(),0
1549,1549,Michel Viard,France,,set(),0,set(),0,set(),0
1550,1550,Michele Borzoni,Italy,,set(),0,set(),0,set(),0
1551,1551,Michele McNally,USA,"Michele McNally became director of photography for The New York Times in June 2004, and assistant managing editor in July 2005. McNally has judged numerous contests, including Pictures of the Year, Best of Photojournalism, the Pulitzer Prizes, and Visa D’or. She has sat on the World Press Photo Contest jury on four previous occasions, once as chair, and has been a master with the Joop Swart Masterclass three times. McNally holds a Jim Gordon Excellence in Editing Award, and has twice received an Angus MacDougal Overall Excellence in Editing accolade. Under her tenure, The New York Times has won three Pulitzer Prizes in photography, has twice been a finalist, and has received the Visa D’or for news on two occasions. The paper has won Best Use of Photography in Newspapers from Pictures of the Year, Best of Photojournalism many times, as well as a Visa D’or Daily Press award.","{'Michele McNally', 'a Jim', 'McNally'}",3,"{'the World Press Photo Contest', 'The New York Times', 'Visa D’or', 'Visa D’or Daily Press', 'Angus MacDougal Overall Excellence'}",5,set(),0
1552,1552,Michele Palazzi,Italy,"Michele Palazzi was born in Rome in 1984. After getting a three-year Master’s degree in photography at the Scuola Romana di Fotografia, he started working as a documentary photographer. In 2009, he received the Enzo Baldoni prize for project ‘3:32AM’ about the earthquake in Abruzzo. Between 2010 and 2011, he worked on the project ‘Migrant workers journey’, which earned him of the Center Project Launch Award 2011 in Santa Fe, exhibited in New Mexico Museum of Art and screened at the Visa Pour l’Image 2012. In 2013, he received the First Prize of Environmental Photographer of the Year Award. Between 2012 and 2013 he started working on a long term project about the modernization impact in Asian developing countries. He lives in Rome and he’s represented by Contrasto agency.",{'Michele Palazzi'},1,"{'Contrasto', 'the Center Project Launch Award 2011', 'New Mexico Museum of Art', 'Santa Fe'}",4,"{'Rome', 'Abruzzo'}",2
